  1993.0417;  6831; 0;000
  1993.1250;  7109; 0;000
  1993.2083;  6988; 0;000
  1993.2917;  6974; 0;000
  1993.3750;  6941; 0;000
  1993.4583;  7038; 0;000
  1993.5417;  7097; 0;000
  1993.6250;  7104; 0;000
  1993.7083;  7166; 0;000
  1993.7917;  6946; 0;000
  1993.8750;  6956; 0;000
  1993.9583;  6862; 0;000
  1994.0417;  6946; 0;000
  1994.1250;  7084; 0;000
  1994.2083;  6825; 0;000
  1994.2917;  6965; 0;000
  1994.3750;  6985; 0;000
  1994.4583;  7049; 0;000
  1994.5417;  7076; 0;000
  1994.6250;  7001; 0;000
  1994.7083;  6969; 0;000
  1994.7917;  7003; 0;000
  1994.8750;  6936; 0;000
  1994.9583;  6984; 0;000
  1995.0417;  7056; 0;000
  1995.1250;  7026; 0;000
  1995.2083;  7054; 0;000
  1995.2917;  7188; 0;000
  1995.3750;  7038; 0;000
  1995.4583;  7003; 0;000
  1995.5417;  7104; 0;000
  1995.6250;  7061; 0;000
  1995.7083;  6968; 0;000
  1995.7917;  7030; 0;000
  1995.8750;  7154; 0;000
  1995.9583;  6984; 0;000
  1996.0417;  6917; 0;000
  1996.1250;  6850; 0;000
  1996.2083;  6845; 0;000
  1996.2917;  6900; 0;000
