  1990.0417;  7342; 0;000
  1990.1250;  7549; 0;000
  1990.2083;  7317; 0;000
  1990.2917;  6983; 0;000
  1990.3750;  6895; 0;000
  1990.4583;  7049; 0;000
  1990.5417;  7136; 0;000
  1990.6250;  7156; 0;000
  1990.7083;  7304; 0;000
  1990.7917;  7160; 0;000
  1990.8750;  7159; 0;000
  1990.9583;  7197; 0;000
  1991.0417;  7175; 0;000
  1991.1250;  6746; 0;000
  1991.2083;  6879; 0;000
  1991.2917;  6992; 0;000
  1991.3750;  7010; 0;000
  1991.4583;  7145; 0;000
  1991.5417;  7044; 0;000
  1991.6250;  7149; 0;000
  1991.7083;  7205; 0;000
  1991.7917;  7147; 0;000
  1991.8750;  7207; 0;000
  1991.9583;  7229; 0;000
  1992.0417;  7081; 0;000
  1992.1250;  7162; 0;000
  1992.2083;  7125; 0;000
  1992.2917;  7051; 0;000
  1992.3750;  6904; 0;000
  1992.4583;  6918; 0;000
  1992.5417;  7043; 0;000
  1992.6250;  7150; 0;000
  1992.7083;  7045; 0;000
  1992.7917;  6998; 0;000
  1992.8750;  7353; 0;000
  1992.9583;  7073; 0;000
  1993.0417;  7469; 0;000
  1993.1250;  7070; 0;000
  1993.2083;  6870; 0;000
  1993.2917;  6809; 0;000
