  1990.0417;  6923; 9;000
  1990.1250;  7002; 0;000
  1990.2083;  6917; 0;000
  1990.2917;  7020; 8;000
  1990.4583;  7027; 0;000
  1990.5417;  6954; 0;000
  1990.6250;  7049; 1;000
  1990.7083;  6862; 0;000
  1990.7917;  6933;10;000
  1990.8750;  6957; 7;000
  1990.9583;  6935; 1;000
  1991.0417;  6902; 0;000
  1991.1250;  6939; 0;000
  1991.2083;  6977; 3;000
  1991.2917;  6927; 9;000
  1991.3750;  6859; 0;000
  1991.5417;  7080; 3;000
  1991.6250;  6970; 0;000
  1991.7083;  6926; 1;000
  1991.7917;  6874; 0;000
  1991.8750;  6877; 5;000
  1991.9583;  6928; 0;000
  1992.0417;  6926; 0;000
  1992.1250;  6922; 0;000
  1992.2083;  6885; 0;000
  1992.2917;  6973; 2;000
  1992.3750;  6982; 0;000
  1992.4583;  7068; 1;000
  1992.5417;  7029; 3;000
  1992.6250;  7079; 2;000
  1992.7083;  7056; 3;000
  1992.7917;  6924; 3;000
  1992.8750;  6967; 0;000
  1992.9583;  6901; 7;000
  1993.0417;  6846; 7;000
  1993.2083;  6898; 0;000
  1993.2917;  6918; 3;000
  1993.3750;  6920; 0;000
  1993.4583;  6964; 0;000
  1993.5417;  6921; 0;000
