Purity Messung auf Synthethischen Daten
Der Mittelwert wurde über 20 Wiederholungen gebildet
########################################################################
 n   a    [AVG CL] [AVG CLFDN]  [AVG CLDN] [AVG CLFDN/CL] [AVG CLDN/CL]
20, 0.25,        1,          1,    0.97175,             1,      0.97175
20,  0.3,        1,          1,     0.9745,             1,       0.9745
20, 0.35,  0.99925,          1,     0.9595,       1.00076,     0.960229
20,  0.4,    0.999,          1,    0.94925,       1.00101,     0.950186
20, 0.45,   0.9975,          1,   0.940875,       1.00252,     0.943237
20,  0.5, 0.996875,          1,   0.926625,       1.00315,     0.929575
20, 0.55,  0.99275,   0.999875,   0.949375,       1.00721,     0.956325
20,  0.6, 0.992375,   0.999125,   0.934375,       1.00682,      0.94156
20, 0.65, 0.987125,   0.999625,   0.919375,        1.0127,     0.931549
20,  0.7, 0.986625,    0.99925,   0.936625,       1.01284,     0.949357
20, 0.75,   0.9845,   0.999375,     0.9285,       1.01514,     0.943133
20,  0.8,    0.984,    0.99875,   0.943625,       1.01502,     0.958973
20, 0.85, 0.977875,    0.99775,   0.919875,       1.02035,     0.940836
20,  0.9, 0.975375,   0.998875,   0.929125,       1.02416,     0.952505
20, 0.95, 0.973375,   0.998625,   0.919625,       1.02601,     0.944875
20,    1, 0.970125,    0.99675,   0.920875,       1.02754,     0.949309
