Purity Messung auf Synthethischen Daten
Der Mittelwert wurde über 20 Wiederholungen gebildet
########################################################################
 n   a    [AVG CL] [AVG CLFDN]  [AVG CLDN] [AVG CLFDN/CL] [AVG CLDN/CL]
 8, 0.25,        1,          1,   0.984375,             1,     0.984375
 8,  0.3,        1,          1,   0.971875,             1,     0.971875
 8, 0.35,        1,          1,   0.972656,             1,     0.972656
 8,  0.4, 0.999219,          1,   0.951562,       1.00079,     0.952344
 8, 0.45, 0.996875,          1,   0.940625,        1.0032,      0.94355
 8,  0.5, 0.999219,          1,   0.959375,       1.00079,     0.960156
 8, 0.55, 0.995313,          1,   0.942969,       1.00476,     0.947495
 8,  0.6, 0.992969,   0.998437,   0.935937,       1.00558,     0.942744
 8, 0.65, 0.988281,   0.998437,      0.925,       1.01051,     0.936008
 8,  0.7,   0.9875,   0.996875,      0.925,       1.00968,     0.936275
 8, 0.75, 0.985156,   0.999219,   0.904687,       1.01457,     0.918226
 8,  0.8, 0.977344,   0.994531,   0.917188,       1.01793,     0.938626
 8, 0.85, 0.974219,   0.996094,   0.930469,       1.02285,     0.955378
 8,  0.9, 0.969531,   0.996875,   0.874219,       1.02864,     0.901557
 8, 0.95,   0.9625,   0.995313,   0.907813,       1.03452,     0.943456
 8,    1, 0.963281,   0.992969,   0.891406,       1.03137,     0.925949
