Alle einzelnen Werte.
##########################################################################################################################
##########################################################################################################################
 n     [SL]       [SLFDN]        [SLDN]     [SLFDN/SL]      [SLDN/SL]     [DN/FDN]      [CL]       [CLFDN]        [CLDN]     [CLFDN/CL]      [CLDN/CL]     [DN/FDN] 
 4,  0.973415,     0.984439,      1.48312,       1.01133,       1.52363,      1.50656,  5.7677,       5.7677,      6.70557,             1,       1.16261,      1.16261
 4,   1.01681,      1.01681,      1.51286,             1,       1.48785,      1.48785, 6.18518,      6.18518,      6.18518,             1,             1,            1
 4,  0.985777,     0.985777,      1.26711,             1,       1.28539,      1.28539, 5.85951,      5.85951,      5.85951,             1,             1,            1
 4,   1.13708,      1.31058,      1.69253,       1.15258,       1.48849,      1.29143,  7.0326,      7.52488,      7.52488,          1.07,          1.07,            1
 4,  0.997069,      1.06822,      1.12653,       1.07136,       1.12984,      1.05458,  6.3795,       6.3795,      7.11024,             1,       1.11455,      1.11455
 4,  0.967043,     0.967043,      2.60897,             1,       2.69788,      2.69788,  6.1909,       6.1909,       6.1909,             1,             1,            1
 4,  0.940729,      1.00438,       1.2407,       1.06766,       1.31887,      1.23529, 6.16869,      6.16869,      6.48082,             1,        1.0506,       1.0506
 4,   1.45858,      1.45858,      2.42892,             1,       1.66526,      1.66526, 6.97592,      6.97592,       7.7805,             1,       1.11534,      1.11534
 4,   1.06045,      1.06045,      1.06045,             1,             1,            1, 6.33414,      6.33414,      6.41133,             1,       1.01219,      1.01219
 4,  0.981819,     0.981819,       1.1855,             1,       1.20745,      1.20745, 6.67779,      6.67779,      6.67779,             1,             1,            1
 4,  0.982744,     0.982744,     0.982744,             1,             1,            1, 6.76904,      6.76904,      6.76904,             1,             1,            1
 4,   1.48399,      1.48399,      3.51387,             1,       2.36784,      2.36784, 6.42847,      6.42847,      6.42847,             1,             1,            1
 4,  0.987934,     0.987934,      1.00575,             1,       1.01803,      1.01803, 7.25988,      7.25988,      7.54352,             1,       1.03907,      1.03907
 4,   1.10974,      1.10974,      1.10974,             1,             1,            1, 6.63269,      6.63269,      6.63269,             1,             1,            1
 4,   1.10627,      1.10627,      1.10627,             1,             1,            1, 6.65329,      6.65329,      6.65329,             1,             1,            1
 4,   1.26372,      1.26372,      3.23513,             1,          2.56,         2.56, 7.00047,      7.00047,      7.00047,             1,             1,            1
 4,   1.15177,      1.15177,      2.18077,             1,        1.8934,       1.8934, 6.42312,      6.42312,      6.42312,             1,             1,            1
 4,  0.905597,      1.04378,      1.25064,       1.15259,       1.38102,      1.19818, 6.15789,      6.38828,      6.37998,       1.03741,       1.03607,     0.998701
 4,   1.03042,      1.03042,      1.46635,             1,       1.42306,      1.42306, 6.90987,      6.90987,      6.90987,             1,             1,            1
 4,   1.18605,      1.18605,      1.33539,             1,       1.12592,      1.12592, 6.62185,      6.62185,      6.62185,             1,             1,            1
 4,  0.928968,     0.928968,      2.33782,             1,       2.51658,      2.51658, 6.70388,      6.84277,      7.31841,       1.02072,       1.09167,      1.06951
 4,  0.928385,     0.928385,      1.66863,             1,       1.79735,      1.79735, 6.77477,      6.77477,      7.02136,             1,        1.0364,       1.0364
 4,   1.13357,      1.13357,      1.69013,             1,       1.49098,      1.49098, 7.24848,      7.24848,      7.24848,             1,             1,            1
 4,   1.14097,      1.14097,      1.14097,             1,             1,            1, 6.75518,      6.75518,      6.75518,             1,             1,            1
 4,   1.08887,      1.12997,      1.34723,       1.03775,       1.23728,      1.19226, 6.20997,      6.20997,      6.38686,             1,       1.02848,      1.02848
 8,   2.75125,      2.75125,      6.55731,             1,       2.38339,      2.38339, 52.8635,      52.8635,      53.8483,             1,       1.01863,      1.01863
 8,   2.78146,      2.78146,      3.70288,             1,       1.33127,      1.33127, 55.0523,      55.0523,      57.9164,             1,       1.05202,      1.05202
 8,   2.44449,      2.44449,      2.94691,             1,       1.20553,      1.20553, 52.5475,      52.6273,      53.6338,       1.00152,       1.02067,      1.01913
 8,   2.59958,      2.59958,      9.10896,             1,       3.50401,      3.50401, 57.8501,      57.8638,      57.8638,       1.00024,       1.00024,            1
 8,   2.46153,      2.62137,      7.91559,       1.06494,       3.21571,      3.01963, 58.1393,      58.1393,      58.6077,             1,       1.00806,      1.00806
 8,   2.10558,      2.39071,      5.97303,       1.13541,       2.83676,      2.49843, 54.2477,      55.6594,      55.6594,       1.02602,       1.02602,            1
 8,   2.22417,      2.26403,      3.15676,       1.01792,        1.4193,      1.39431, 49.0989,      49.1604,      49.9813,       1.00125,       1.01797,       1.0167
 8,   2.40181,       3.4059,      8.30679,       1.41806,       3.45856,      2.43894, 56.0402,      56.1511,      56.1511,       1.00198,       1.00198,            1
 8,   2.66477,      2.66477,      4.94181,             1,        1.8545,       1.8545,  47.559,       47.559,       47.559,             1,             1,            1
 8,   2.68504,      2.80371,      6.06851,       1.04419,       2.26012,      2.16446,  52.728,       52.728,       52.728,             1,             1,            1
 8,   2.36386,      2.75491,      5.11526,       1.16543,       2.16394,      1.85678, 44.5703,      45.6833,      44.8631,       1.02497,       1.00657,     0.982048
 8,    2.7663,       2.7663,       7.0682,             1,       2.55511,      2.55511, 42.5843,      42.5843,      42.5843,             1,             1,            1
 8,   2.50893,      2.64592,      8.15551,        1.0546,       3.25059,       3.0823, 49.0467,      49.1561,      50.3012,       1.00223,       1.02558,      1.02329
 8,   2.47523,      2.59463,      5.63687,       1.04824,       2.27731,      2.17251, 43.8986,      43.8986,      43.8986,             1,             1,            1
 8,   2.17966,      2.38015,      3.53763,       1.09198,       1.62302,       1.4863, 53.5101,      53.6836,      54.3199,       1.00324,       1.01513,      1.01185
 8,   2.31782,      2.31782,      7.56571,             1,       3.26415,      3.26415, 53.5045,      53.5045,      53.5045,             1,             1,            1
 8,   2.15728,      2.15728,      2.45415,             1,       1.13762,      1.13762,   46.18,      46.2387,      48.5083,       1.00127,       1.05042,      1.04908
 8,   2.60764,      2.70609,      4.27269,       1.03776,       1.63853,      1.57891, 52.8835,      53.1426,      53.1426,        1.0049,        1.0049,            1
 8,   2.38232,      2.47346,      6.65775,       1.03826,       2.79464,      2.69167, 48.5573,      49.2238,      50.6173,       1.01372,       1.04242,      1.02831
 8,    2.3642,       2.6183,      5.73604,       1.10748,       2.42621,      2.19075, 52.2859,      52.2859,       53.117,             1,        1.0159,       1.0159
 8,   2.50664,      2.70312,      5.63609,       1.07839,       2.24847,      2.08503, 45.0568,      45.5315,      45.5315,       1.01053,       1.01053,            1
 8,   2.39052,      2.39052,      11.2007,             1,       4.68547,      4.68547, 51.4048,       51.848,      51.8925,       1.00862,       1.00949,      1.00086
 8,   2.42415,      2.63258,      8.16038,       1.08598,       3.36629,      3.09977,  52.889,      53.0125,       53.117,       1.00234,       1.00431,      1.00197
 8,   2.63516,      3.08151,      5.61679,       1.16938,       2.13148,      1.82274,  56.281,      56.9191,      57.2423,       1.01134,       1.01708,      1.00568
 8,   2.27801,      2.36589,      5.62356,       1.03857,       2.46863,      2.37694, 47.4579,       49.454,      50.7332,       1.04206,       1.06902,      1.02587
12,    4.2142,      4.77025,       10.753,       1.13195,       2.55161,      2.25417, 152.406,      152.406,      152.406,             1,             1,            1
12,   3.64025,       4.6096,      9.46723,       1.26629,       2.60071,      2.05381,  167.76,      168.182,      168.947,       1.00252,       1.00708,      1.00455
12,   3.68997,      4.07379,      7.86615,       1.10402,       2.13176,      1.93092, 138.176,      141.112,      141.112,       1.02124,       1.02124,            1
12,   3.68586,      4.13132,      11.8076,       1.12086,       3.20347,      2.85806, 160.136,      160.712,      160.979,        1.0036,       1.00527,      1.00166
12,   3.64937,      4.16681,      4.95406,       1.14179,       1.35751,      1.18893, 147.279,      149.928,      148.974,       1.01799,       1.01151,     0.993634
12,   3.31643,      3.56654,      4.91552,       1.07542,       1.48218,      1.37823, 154.487,      157.257,      159.383,       1.01793,       1.03169,      1.01352
12,   4.23597,      4.55373,      6.49067,       1.07501,       1.53228,      1.42535, 162.586,      162.586,      163.631,             1,       1.00643,      1.00643
