Alle einzelnen Werte.
##########################################################################################################################
##########################################################################################################################
 n     [SL]       [SLFDN]        [SLDN]     [SLFDN/SL]      [SLDN/SL]     [DN/FDN]      [CL]       [CLFDN]        [CLDN]     [CLFDN/CL]      [CLDN/CL]     [DN/FDN] 
 4, 0.0552742,    0.0619715,    0.0982117,       1.12116,       1.77681,      1.58479, 0.37404,     0.375247,     0.425043,       1.00323,       1.13636,       1.1327
 4,  0.052035,     0.056975,    0.0653896,       1.09494,       1.25665,      1.14769,0.367332,     0.378291,     0.430609,       1.02983,       1.17226,       1.1383
 4, 0.0550854,    0.0550854,    0.0612326,             1,       1.11159,      1.11159,0.355718,     0.357714,     0.392216,       1.00561,        1.1026,      1.09645
 4, 0.0594134,    0.0662695,    0.0818645,        1.1154,       1.37788,      1.23533,0.384438,     0.384438,      0.44636,             1,       1.16107,      1.16107
 4, 0.0582676,    0.0598832,    0.0811916,       1.02773,       1.39343,      1.35583,0.375605,     0.375605,      0.38813,             1,       1.03335,      1.03335
 4, 0.0586741,    0.0604272,    0.0884478,       1.02988,       1.50744,      1.46371,0.367126,     0.367126,      0.42003,             1,        1.1441,       1.1441
 4, 0.0627365,    0.0649183,    0.0782428,       1.03478,       1.24716,      1.20525,0.391105,     0.395647,     0.435762,       1.01161,       1.11418,      1.10139
 4, 0.0626253,    0.0730257,    0.0971104,       1.16607,       1.55066,      1.32981,0.369053,     0.369053,      0.39335,             1,       1.06583,      1.06583
 4, 0.0574724,    0.0603802,    0.0662782,        1.0506,       1.15322,      1.09768,0.380375,     0.380375,      0.40602,             1,       1.06742,      1.06742
 4, 0.0520394,    0.0644101,    0.0668395,       1.23772,        1.2844,      1.03772,0.369352,     0.369352,     0.396617,             1,       1.07382,      1.07382
 4, 0.0530098,    0.0561889,    0.0757407,       1.05997,       1.42881,      1.34797,0.355498,     0.355498,     0.389955,             1,       1.09692,      1.09692
 4, 0.0648613,    0.0697472,    0.0701945,       1.07533,       1.08222,      1.00641, 0.40122,      0.40122,     0.438048,             1,       1.09179,      1.09179
 4, 0.0558377,    0.0595725,    0.0706235,       1.06689,        1.2648,      1.18551,0.396513,     0.396513,     0.447664,             1,         1.129,        1.129
 4, 0.0589167,    0.0599604,    0.0782405,       1.01772,       1.32798,      1.30487,0.355404,     0.356543,     0.398161,        1.0032,       1.12031,      1.11673
