Purity Messung auf Synthethischen Daten
Der Mittelwert wurde über 20 Wiederholungen gebildet.
########################################################################
 n   a    [AVG SL] [AVG SLFDN]  [AVG SLDN] [AVG SLFDN/SL] [AVG SLDN/SL]
12,0.25,        1,          1,          1,             1,            1
12, 0.3,        1,          1,          1,             1,            1
12,0.35,        1,          1,          1,             1,            1
12, 0.4, 0.952778,   0.953819,     0.9875,       1.00106,      1.04732
12,0.45, 0.942361,   0.942361,   0.994444,             1,      1.07431
12, 0.5, 0.902083,   0.897917,   0.990278,      0.992882,      1.12324
12,0.55, 0.860417,   0.879167,   0.991319,       1.02399,      1.17747
12, 0.6, 0.774653,   0.780903,   0.943403,       1.00907,      1.26014
12,0.65, 0.777083,     0.7875,   0.897569,       1.01425,      1.20416
12, 0.7, 0.723611,   0.717014,   0.912847,      0.993296,      1.34457
12,0.75, 0.806597,   0.802431,   0.909375,      0.996018,      1.17864
12, 0.8, 0.695139,   0.700694,   0.846528,       1.00747,      1.25009
12,0.85, 0.721181,   0.716319,   0.817708,      0.994925,      1.16274
12, 0.9, 0.658681,   0.663194,   0.824653,         1.015,      1.29113
12,0.95, 0.621528,   0.615278,   0.786806,      0.994265,      1.29072
12,   1, 0.664931,   0.668403,   0.794792,       1.00439,      1.22374
