Purity Messung auf Synthethischen Daten
Der Mittelwert wurde über 20 Wiederholungen gebildet.
########################################################################
 n   a    [AVG SL] [AVG SLFDN]  [AVG SLDN] [AVG SLFDN/SL] [AVG SLDN/SL]
 4,0.25,        1,          1,          1,             1,            1
 4, 0.3,        1,          1,          1,             1,            1
 4,0.35,        1,          1,          1,             1,            1
 4, 0.4,        1,          1,   0.990625,             1,     0.990625
 4,0.45,        1,          1,          1,             1,            1
 4, 0.5,        1,          1,          1,             1,            1
 4,0.55,   0.9875,   0.990625,          1,       1.00333,      1.01487
 4, 0.6, 0.959375,    0.95625,    0.98125,      0.996154,      1.03042
 4,0.65, 0.940625,      0.925,   0.984375,      0.983333,      1.06695
 4, 0.7, 0.971875,    0.99375,     0.9875,       1.03154,      1.02716
 4,0.75, 0.909375,     0.9125,   0.940625,       1.00333,      1.05437
 4, 0.8,   0.9375,   0.940625,   0.959375,       1.00333,      1.03528
 4,0.85,   0.9125,   0.921875,   0.946875,          1.01,      1.04727
 4, 0.9,     0.95,       0.95,   0.915625,             1,     0.965833
 4,0.95, 0.909375,   0.909375,   0.878125,             1,     0.981176
 4,   1,  0.88125,   0.865625,   0.903125,      0.983333,      1.03708
