Purity Messung auf Synthethischen Daten
Der Mittelwert wurde ueber 20 Wiederholungen gebildet
########################################################################
 n   a    [AVG CL] [AVG CLFDN]  [AVG CLDN] [AVG CLFDN/CL] [AVG CLDN/CL]
16, 0.25,        1,          1,   0.983984,             1,     0.983984
16,  0.3,        1,          1,   0.972656,             1,     0.972656
16, 0.35, 0.999805,          1,   0.957031,        1.0002,     0.957225
16,  0.4, 0.998828,          1,    0.95332,       1.00118,     0.954416
16, 0.45,  0.99707,          1,   0.954297,       1.00295,     0.957139
16,  0.5, 0.996094,          1,   0.955273,       1.00394,      0.95906
16, 0.55, 0.994336,          1,   0.944336,       1.00574,     0.949765
16,  0.6, 0.993164,   0.999609,   0.939063,       1.00652,     0.945631
16, 0.65, 0.988672,   0.999414,   0.937305,       1.01091,     0.948139
16,  0.7, 0.986914,   0.998828,    0.90957,       1.01216,     0.921677
16, 0.75, 0.982422,   0.998633,   0.922852,       1.01658,     0.939396
16,  0.8, 0.982031,   0.997656,   0.926758,       1.01598,     0.943743
16, 0.85, 0.977148,   0.997852,   0.913867,       1.02127,       0.9353
16,  0.9, 0.977148,   0.997852,   0.904102,       1.02125,      0.92522
16, 0.95, 0.967187,   0.996875,   0.919922,       1.03079,     0.951063
16,    1, 0.965234,    0.99668,   0.886914,       1.03272,     0.918945
